Company,Interview Questions,Date,Candidate,Offer?,Experience,Difficulty of Interview,How the candidate applied,Process,Who found review helpful
Meta,How to find the spam request for friends?,"Mar 23, 2022",Anonymous Interview Candidate,No Offer,Neutral Experience,Difficult Interview,I interviewed at Meta,"The total time is 1hour. The first half an hour for product questions and the last half an hour for sql coding. For product questions, they will give you some hints and ask you many different separate or small questions to help you get the final answer for this big questions.","Be the first to find this interview helpful
 Helpful
 Share
 Report"
Meta,some sql coding and some machine learning questions,"Mar 11, 2022",Anonymous Interview Candidate,No Offer,Negative Experience,Average Interview,I applied online. I interviewed at Meta,"The interviewer had no interest in learning about me and my experience and I felt like the interviewer was just waiting for the interview to end. Also, when I asked them how do you like your experience with facebook. they said since I have been here for a while it means that I should like it.","Be the first to find this interview helpful
 Helpful
 Share
 Report"
Meta,How will you evaluate Notifications prior to launch?,"Mar 6, 2022",Anonymous Interview Candidate,No Offer,Negative Experience,Average Interview,I applied online. I interviewed at Meta,"The recruiter called within a week after receiving the resume. She had a phone screen with technical SQL questions. Following this, the interview with Hiring Manager was set up. This interview was very structured with 15 minutes for SQL and next 15 minutes for Product Case interview.","Be the first to find this interview helpful
 Helpful
 Share
 Report"
Meta,What are your career goals?,"May 17, 2022","Anonymous Interview Candidate in Menlo Park, CA",No Offer,Neutral Experience,Average Interview,"I applied through a recruiter. The process took 1 day. I interviewed at Meta (Menlo Park, CA) in Mar 2022",This was an initial conversation with a recruiter about my qualifications and the position. It wasn't a match but the recruiter was professional and left the door open to connect and talk again.,"Be the first to find this interview helpful
 Helpful
 Share
 Report"
Meta,"Given this table, find this table aggregated on these two columns.","Dec 21, 2022",Anonymous Interview Candidate in Remote,No Offer,Neutral Experience,Difficult Interview,I applied online. The process took 3 weeks. I interviewed at Meta (Remote) in Mar 2022,There are three rounds. The first was a screening with a recruiter and then there is a live technical round with some python/sql questions and the final third round is more case study style with them asking you how to go about finding information.,"Be the first to find this interview helpful
 Helpful
 Share
 Report"
Meta,"Technical questions on sql and python, machine learning","Feb 23, 2022",Anonymous Interview Candidate,No Offer,Positive Experience,Difficult Interview,I interviewed at Meta,"Tell me about yourself,
 
 Technical Screening round involved data analysis and sql query along with technical questions on machine learning and model choosing, normal distribution questions 
 
 panel round interview on -site","Be the first to find this interview helpful
 Helpful
 Share
 Report"
Meta,An eazy SQL question and a case study.,"Feb 23, 2022",Anonymous Interview Candidate,No Offer,Positive Experience,Average Interview,I applied through college or university. I interviewed at Meta,The first round interview includes a SQL question and a case study. 20 minutes for each one and 40 minutes total. No self-introduction time. There's a few minutes left for questions.,"Be the first to find this interview helpful
 Helpful
 Share
 Report"
Meta,"I can't share the specific q's, but you need to be prepared for advanced SQL q's and in depth product q's. Stat was straight forward Bayes probabilities.","Feb 17, 2022",Anonymous Interview Candidate,No Offer,Positive Experience,Average Interview,I interviewed at Meta,"The virtual onsite interview consists of two applied ds interview, one stat, and one coding. No explicit behavioral interview part, although I feel I potentially failed because of culture fit.","Be the first to find this interview helpful
 Helpful
 Share
 Report"
Meta,All over the place and mainly about the work happening right now hence I was not prepared for those.,"Sep 6, 2022","Anonymous Interview Candidate in San Francisco, CA",No Offer,Negative Experience,Average Interview,"I applied online. The process took 1 day. I interviewed at Meta (San Francisco, CA) in Sep 2022","The interviewer came late to the zoom interview. When joined she was not too happy for some reason. When I started to tell her about myself she interrupted me so many times and did not let me speak for even one minute uninterrupted. 
 This was my worst interview experience. The manager showed no respect in any way.","1 person found this interview helpful
 Helpful
 Share
 Report"
Meta,Questions around basic ML concepts,"Jul 31, 2022",Anonymous Interview Candidate,No Offer,Negative Experience,Easy Interview,I applied through a recruiter. The process took 2 weeks. I interviewed at Meta,"The recruiter was very helpful and provided a lot of initial materials for preparation and was very transparent about the process. However, during the next scheduled interview call the interviewer did not show up.","Be the first to find this interview helpful
 Helpful
 Share
 Report"
Meta,How would you design an AB test experiment?,"Jul 3, 2022","Anonymous Interview Candidate in London, England",Declined Offer,Positive Experience,Average Interview,"I applied online. The process took 4 weeks. I interviewed at Meta (London, England)","Good experience as they conducted it very smoothly allowing flexibility in choosing dates and times, the role is much of analytical than data science as machine learning is not really used and asked","Be the first to find this interview helpful
 Helpful
 Share
 Report"
Meta,Tell me about a time you used data to influence a decision,"Nov 19, 2022","Anonymous Interview Candidate in London, England",Declined Offer,Positive Experience,Difficult Interview,"I applied through a recruiter. The process took 3 months. I interviewed at Meta (London, England) in Jul 2022","Very in-depth covering stats, ML, coding and behavioural. They provide a lot of time and resources to prepare. Overall a good experience and you learn a lot from it. Don’t underestimate the behavioural interviews, it is worth spending a lot of time preparing for those. There are a lot of great resources online particularly some YouTube channels dedicated to this kind of prep.","Be the first to find this interview helpful
 Helpful
 Share
 Report"
Meta,How do we know you’re a good fit,"Jun 30, 2022",Anonymous Interview Candidate,No Offer,Neutral Experience,Average Interview,I interviewed at Meta,"Completed the behavioral interview, not too bad with emphasis on my past experience and interest in the role. Lots of talk about the culture of Meta, but job responsibilities were a bit vague.","Be the first to find this interview helpful
 Helpful
 Share
 Report"
Meta,,"May 14, 2022",Anonymous Interview Candidate,No Offer,Positive Experience,Average Interview,I interviewed at Meta,Overall process was good. Had a recruiter screening call with a few questions. Then had a first round interview with python questions. Answer them fast as there is a time crunch.,"Be the first to find this interview helpful
 Helpful
 Share
 Report"
Meta,Introduce your self. What is your previous experience,"May 11, 2022",Anonymous Interview Candidate,No Offer,Positive Experience,Difficult Interview,I interviewed at Meta,"SQL questions and case studies. The interviewer was nice and helpful when I got stuck.
 
 The whole interview process took about thirty minutes. The interviewer was there on time. I did not get the offer.","Be the first to find this interview helpful
 Helpful
 Share
 Report"
Meta,SQL questions about data manipulation and product sense questions,"Apr 21, 2022",Anonymous Interview Candidate,No Offer,Positive Experience,Easy Interview,I applied through an employee referral. I interviewed at Meta,Referred by a friend. The first round was a 1-hour tech interview for SQL and product sense questions. Two SQL questions and a product sense question. The interviewer was very patient.,"Be the first to find this interview helpful
 Helpful
 Share
 Report"
Meta,"SQL question is medium difficulty level. be familiar with window function. 
 
 The case study is about notification. need lots of brainstorming about how to evaluate if the notification success or not.","Apr 11, 2022",Anonymous Interview Candidate,No Offer,Neutral Experience,Average Interview,I applied through a recruiter. I interviewed at Meta,"1. recruiter reaches out and gives an overview of the interview process. sent the link to choose tech screening time
 
 2. 1hour tech screening (including case study, SQL)
 
 3. virtual onsite (depends on the team, ~ 5 rounds with different people)","1 person found this interview helpful
 Helpful
 Share
 Report"
Meta,What is linear regression? What are the assumptions?,"Sep 21, 2022",Anonymous Interview Candidate,No Offer,Positive Experience,Average Interview,I applied online. I interviewed at Meta in Apr 2022,"The first round is a technical interview.
 You will be tested python SQL and statistics and also machine learning. There are 60 mins to answer all the questions. Python is like leetcode medium level.","1 person found this interview helpful
 Helpful
 Share
 Report"
Meta,how would you measure the success of 'like emoji' feature,"Mar 2, 2023",Anonymous Employee,Accepted Offer,Positive Experience,Difficult Interview,I applied through a recruiter. I interviewed at Meta in Jan 2022,"there are two steps after initial recruiter interview. first one is 45 min with DS manager. next were 4 interviews. the recruiter is specialized in each step, and make sure you prepare yourself the best way you can; there are a lot of resources Meta provides, and you get feedback after each step.",Be the first to find this interview helpfulHelpful.css-rlb2bg{font-size:15px;line-height:24px;color:#505863;}ShareReport
Meta,"Using a hypothetical schema from the portal product, identify the number of unique active users for a given country on a given day.","Feb 2, 2022",Anonymous Interview Candidate,No Offer,Neutral Experience,Difficult Interview,I applied online. The process took 3 months. I interviewed at Meta in Jan 2022,"Began with a call with a recruiter, followed by a 45-minute phone screen with a Data Scientist. The final step was a virtual ""onsite"" which consisted of: 2 case questions (one more high-level and one more stats-based), a behavioral interview and a coding session in SQL.",Be the first to find this interview helpfulHelpful.css-rlb2bg{font-size:15px;line-height:24px;color:#505863;}ShareReport
Meta,"Given an SQL table and a business problem, write various queries that would give the you answer you need to the business problem from the data.","Mar 13, 2023","Anonymous Interview Candidate in San Francisco, CA",No Offer,Negative Experience,Difficult Interview,"I applied through a recruiter. The process took 4 weeks. I interviewed at Meta (San Francisco, CA) in Jan 2022","Was reached out to by a recruiter, Had an HR screen followed by a day of interviews consisting of 4 different 30-45 minute sessions. The 4 interviews were an SQL interview, 2 different analytics case interviews (one more stats-focused and one more business focused) and a behavioral portion",Be the first to find this interview helpfulHelpful.css-rlb2bg{font-size:15px;line-height:24px;color:#505863;}ShareReport
Meta,Why do you think Facebook would create such a product?,"Aug 9, 2022","Anonymous Interview Candidate in Menlo Park, CA",No Offer,Positive Experience,Average Interview,"I applied through a recruiter. The process took 1 day. I interviewed at Meta (Menlo Park, CA) in Jan 2022",First 30 minute SQL and behavioral interview with someone from the data science team. This was followed by a virtual on-site interview which took about an hour going over why the company would invest in the specific product of discussion and a couple questions about ab-tests.,Be the first to find this interview helpfulHelpful.css-rlb2bg{font-size:15px;line-height:24px;color:#505863;}ShareReport
Meta,"given a table massenger_sends,
 date | ts | sender_id | receiver_id| message_id | has_reaction
 Q1) how many unique conversation threads are there ?
 
 note that there are threads that sender_id and receiver is inverse. this should be one thread","Jan 3, 2022",Anonymous Interview Candidate,No Offer,Positive Experience,Difficult Interview,I applied online. The process took 3 weeks. I interviewed at Meta in Dec 2021,"I passed the first phase, where the sql question was not so hard, but in the second phase, it was much harder. The first interview last one hour, and the ""on site"" phase (second) was 4*0.5 hours, where the most challenging (for me) was the sql one",12 people found this interview helpfulHelpful.css-rlb2bg{font-size:15px;line-height:24px;color:#505863;}ShareReport
Meta,"1. prescreen (ask your background, location preference, relative skills)
 2. video total time 45min (coding question+ case question)
 3. virtual onsite (coding question+case question+case question+quantitative/statistics question) each round is 45min","Dec 20, 2021",Anonymous Employee,Accepted Offer,Neutral Experience,Average Interview,I interviewed at Meta,"Submit job application online, and wait for hr reaching out to you
 1. prescreen (ask your background, location preference, relative skills)
 2. video total time 45min (coding question+ case question)
 3. virtual onsite (coding question+case question+case question+quantitative/statistics question) each round is 45min",3 people found this interview helpfulHelpful.css-rlb2bg{font-size:15px;line-height:24px;color:#505863;}ShareReport
Meta,"Table 1: users_disabled: user_id (int), disabled_reason (string), date(string)
 Table 2: actors: user_id1(int), user_id2(int), probability_of_same_user(double)
 
 Count the number of users for each disable_reason in the past 7 days?
 
 
 question 2 (not sql): Which features make us realise that a user is a returning one?","Dec 28, 2021",Anonymous Interview Candidate,No Offer,Positive Experience,Average Interview,I applied through a recruiter. The process took 2 weeks. I interviewed at Meta in Dec 2021,"I first spoke with the recruiter about my background and experience, then I had a professional interview with a fraud data scientist. I received a lot of information to learn for the professional interview, and 98% of it was irrelevant.",7 people found this interview helpfulHelpful.css-rlb2bg{font-size:15px;line-height:24px;color:#505863;}ShareReport
Meta,Design a product for the child to block the parents so the children could share even more details.,"Dec 15, 2021",Anonymous Interview Candidate,No Offer,Negative Experience,Average Interview,I applied through a recruiter. I interviewed at Meta,"Asked strange questions how to get around parent-child pairs, sounds like designing product for the child to block the parents so they could share even more details. These questions reflect company values and priorities -- and probably serve as good proxy to find people that are fine with those priorities.",1 person found this interview helpfulHelpful.css-rlb2bg{font-size:15px;line-height:24px;color:#505863;}ShareReport
Meta,It was too long ago to remember,"Dec 3, 2021",Anonymous Interview Candidate,No Offer,Neutral Experience,Average Interview,I interviewed at Meta,"Call with recruiter discussed background and easy SQL quiz First-round with Data Scientist mostly technical SQL and Case Study Another round of SQL, Python, and Case Study. Smooth communication great portal",Be the first to find this interview helpfulHelpful.css-rlb2bg{font-size:15px;line-height:24px;color:#505863;}ShareReport
Meta,"Sql, statistics, analytical case studies where you need to solve a meta related question from start to finish and explain your thought process and analytical methods used.","Nov 11, 2022","Anonymous Interview Candidate in New York, NY",Declined Offer,Positive Experience,Average Interview,"I applied through a recruiter. The process took 5 weeks. I interviewed at Meta (New York, NY) in Dec 2021","I was contacted by a recruiter first. Spoke with a recruiter first for screening. Then a one hour technical interview including sql and case study. Finally, a virtual on-site including five sections. Received an offer about 2 weeks later, and negotiated. The interview process is very much like what you can find on youtube.",Be the first to find this interview helpfulHelpful.css-rlb2bg{font-size:15px;line-height:24px;color:#505863;}ShareReport
Meta,How will you tell whether the News Feed feature in Facebook App will be a success?,"Feb 8, 2022",Anonymous Interview Candidate,No Offer,Positive Experience,Average Interview,I applied in-person. The process took 1 day. I interviewed at Meta,Recruiter call. Resume questions and one hypothesis testing question on the facebook app feature. Gave me the overview of the team and how will the process look before and after hiring.,Be the first to find this interview helpfulHelpful.css-rlb2bg{font-size:15px;line-height:24px;color:#505863;}ShareReport
Meta,Why do you want to go to Meta?,"Jan 29, 2022",Anonymous Employee,Accepted Offer,Positive Experience,Average Interview,I interviewed at Meta,Very smooth. Recruiters are kind and interviewers are friendly. Overall I enjoyed the process. There were two rounds of interviewers. It took about two months. Also there was a round where I got to hear from Data Scientist that works in Meta to learn about more.,3 people found this interview helpfulHelpful.css-rlb2bg{font-size:15px;line-height:24px;color:#505863;}ShareReport
Meta,"Q: Saying FB has only Comment and Like. How you would build an experiment to check if other emotions bottom can be added? (care, sad exc.). How you would build an A/B test?","Feb 19, 2022",Anonymous Interview Candidate in Tel Aviv-Yafo,No Offer,Positive Experience,Difficult Interview,I applied online. The process took 1 day. I interviewed at Meta (Tel Aviv-Yafo) in Feb 2022,"HR Interview - The HR interviewer asked technical questions at our first interview, it is very unusual for that early interview stage. In addition, I would like to expect someone with more technical background would ask me a technical question, and not HR (no defense)",1 person found this interview helpfulHelpful.css-rlb2bg{font-size:15px;line-height:24px;color:#505863;}ShareReport
Meta,NDA - similar to the sample questions provided,"Jan 26, 2022",Anonymous Interview Candidate,No Offer,Negative Experience,Difficult Interview,I interviewed at Meta,"From reviews here and chats with friends, it seems like great recruiters are the norm and my experience was no exception. The portal was very intuitive and the recruiters were constantly in touch and eager to provide advice and resources.
 
 As for the tech screen, it seems like you roll the dice and hope to have an engaged interviewer. Mine seemed disinterested from the get-go and it probably got into my head. I practiced with several coaches and got really encouraging feedback, but the interviewers' questions were vague and they wouldn't clarify any follow-up points. I saw the same questions I got asked posted elsewhere, but with much more detail that the interviewer wouldn't clarify for me (even though I asked). So it might be the discretion of the interviewer how vague they want to be so prepare for anything.
 
 The interviewer offered more guidance on the SQL prompts but they were easy either way, LeetCode easy to medium. 
 
 I got dinged two days after the interview.",3 people found this interview helpfulHelpful.css-rlb2bg{font-size:15px;line-height:24px;color:#505863;}ShareReport
Meta,Many questions on probability and statistics.,"Mar 10, 2022","Anonymous Interview Candidate in New York, NY",No Offer,Positive Experience,Difficult Interview,"I applied through a recruiter. The process took 5 weeks. I interviewed at Meta (New York, NY) in Feb 2022","Positive, lots of support along the way. After an initial screen all the questions are case or behavioral focused and your past experience is no longer of much consideration. There are helpful materials and examples provided online by meta and the recruiters are a great support resource too.",Be the first to find this interview helpfulHelpful.css-rlb2bg{font-size:15px;line-height:24px;color:#505863;}ShareReport
Meta,Product sense: How would you measure the success of a newly released feature that is similar to the facebook group chat?,"Nov 30, 2022","Anonymous Interview Candidate in Menlo Park, CA",No Offer,Positive Experience,Average Interview,"I applied through a recruiter. The process took 6 weeks. I interviewed at Meta (Menlo Park, CA) in Feb 2022",A good experience with friendly interviewers. Could have practiced more problems to be better prepared. Good communication is important. Problems are not that hard but need to speak fluently and articulate with good structure and logic.,Be the first to find this interview helpfulHelpful.css-rlb2bg{font-size:15px;line-height:24px;color:#505863;}ShareReport
Meta,How can you pull the unique conversation events from a database in SQL? What metrics would you want to use to measure user engagement in a new video chat feature?,"Feb 24, 2023","Anonymous Interview Candidate in New York, NY",No Offer,Neutral Experience,Average Interview,"I applied through a recruiter. The process took 4 weeks. I interviewed at Meta (New York, NY) in Feb 2022",An internal headhunter contacted me on LinkedIn and said I would be a good fit. He gave a brief interview and then schedule me for a technical interview with a Data Science employee,Be the first to find this interview helpfulHelpful.css-rlb2bg{font-size:15px;line-height:24px;color:#505863;}ShareReport
Meta,Write a sql query to find x % of y in z,"Jan 31, 2022",Anonymous Interview Candidate,No Offer,Neutral Experience,Difficult Interview,I interviewed at Meta,"Screening interview with 1 interviewer, including query dev and data problem solving. Overall felt awkward and wasn't as energetic as expected. Felt like an exam more than a conversation. Video interview with a rejection less than a week later.",Be the first to find this interview helpfulHelpful.css-rlb2bg{font-size:15px;line-height:24px;color:#505863;}ShareReport
Meta,How would you measure the success of a product,"Jan 24, 2022",Anonymous Employee,Accepted Offer,Positive Experience,Average Interview,I interviewed at Meta,"Recruiter Screen (may have basic sql questions)
 Video Interview (sql + product cases) one hour
 Onsite Interview (sql + stats + product cases + applied data) forty minutes each round
 Offer came after one week",3 people found this interview helpfulHelpful.css-rlb2bg{font-size:15px;line-height:24px;color:#505863;}ShareReport
Meta,Math case study was related to probability,"Jan 18, 2022","Anonymous Employee in Menlo Park, CA",Accepted Offer,Positive Experience,Difficult Interview,"I applied through other source. The process took 6 weeks. I interviewed at Meta (Menlo Park, CA)",It was 5 round interview process. All onsite interviews with 5 different data scientist. All interviews were case study based. One round consisted of mathematics case study. All of the others were product analytics related case study.,Be the first to find this interview helpfulHelpful.css-rlb2bg{font-size:15px;line-height:24px;color:#505863;}ShareReport
Meta,Describe relevant experience for this role,"Nov 26, 2021",Anonymous Interview Candidate,No Offer,Positive Experience,Average Interview,I interviewed at Meta,"Contacted by recruiter, initial screen, followed by tech screen. Initial phone call was 15 mins asking about previous experience and education. Was also told about next steps and remaining process.","1 person found this interview helpful
 Helpful
 Share
 Report"
Meta,"Questions are majorly around three topics: SQL, product sense, and statistics.","Nov 17, 2021",Anonymous Interview Candidate,No Offer,Positive Experience,Easy Interview,I interviewed at Meta,"had a technical phone screen and virtual onsite. from resume submission, the whole process took around one month. get a response from hr two days after the phone screen and a week after the virtual on-site.","3 people found this interview helpful
 Helpful
 Share
 Report"
Meta,Mainly sql and Python questions,"Nov 18, 2021",Anonymous Interview Candidate,No Offer,Positive Experience,Difficult Interview,I interviewed at Meta,Technical round has some Python questions. Can be tricky but the interviewer really try to help you to pass through the process by giving hints and providing guidance. SQL part should be fine as long as you know all the basics.,"1 person found this interview helpful
 Helpful
 Share
 Report"
Meta,What's the problem with people having too many friends on Facebook.,"Nov 19, 2021",Anonymous Interview Candidate,No Offer,Neutral Experience,Average Interview,I interviewed at Meta,Recruiter reached out and scheduled first round of 1hr interview. The first round interview included a product analytics part (30 min) and a SQL coding part (30 min). Then I got to ask the interviewer questions about the company.,"Be the first to find this interview helpful
 Helpful
 Share
 Report"
Meta,How to identify close friends on social media?,"Nov 10, 2021",Anonymous Interview Candidate,No Offer,Neutral Experience,Average Interview,I interviewed at Meta,"They first asked about my research experience and then moved to several product and behavioral questions. They asked questions like 'how to identify close friends on social media?' I didn't get through it, so I have nothing else to share here.","1 person found this interview helpful
 Helpful
 Share
 Report"
Meta,"1) call with recruiter
 Behavioral questions
 basic questions about SQL
 
 2) 30min interview
 Product case
 SQL programming
 
 3) 30min interview
 Product case
 Statistical questions","Nov 11, 2021",Anonymous Interview Candidate,No Offer,Positive Experience,Difficult Interview,I interviewed at Meta,"0) Submit resume
 
 1) call with recruiter
 Information about recruiting process and the role
 Behavioral questions
 basic questions about SQL. Short answer 5 questions.
 
 2) 30min interview
 Product case
 SQL programming
 
 3) 30min interview (this is the final interview)
 Product case
 Statistical questions","1 person found this interview helpful
 Helpful
 Share
 Report"
Meta,"4 rounds for onsite:
 1. applied data: case - restaurant recommendation on facebook feed, how to design, implement, what algorithms to use
 2. product interpretation: case - instagram close friend story function, how to design metrics, metric interpretation","Jan 11, 2022","Anonymous Interview Candidate in San Francisco, CA",No Offer,Positive Experience,Average Interview,"I applied through an employee referral. The process took 2 months. I interviewed at Meta (San Francisco, CA) in Nov 2021",the interview process with Meta went very smooth. The recruiters were super friendly and were willing to reschedule interviews when interviewees have emergencies coming up. They also give prior detailed instructions on how the future interviews would look like and also give out some preparation materials.,"5 people found this interview helpful
 Helpful
 Share
 Report"
Meta,"Basic questions like rate location, past project, AB testing, impact of the project. Metric question how do you determine who is the best friend max of 5 metrics","Nov 4, 2021",Anonymous Interview Candidate,No Offer,Positive Experience,Average Interview,I interviewed at Meta,"Prescreen for intern 
 
 Basic questions like rate location, past project, AB testing, impact of the project. Metric question how do you determine who is the best friend max of 5 metrics","2 people found this interview helpful
 Helpful
 Share
 Report"
Meta,SQL and product/experimental deign questions.,"Nov 21, 2021","Anonymous Interview Candidate in New York, NY",No Offer,Positive Experience,Average Interview,"I applied online. I interviewed at Meta (New York, NY) in Nov 2021","Got a call from recruiter after applying. First round was 45min video call. It was two part. First was SQL and second was a product/start question. The SQL question was very similar to want you find in Glassdoor. product question was '' Teenagers are 'turned off' by their parents in Facebook. How do you set up an explement to evaluate this?""","1 person found this interview helpful
 Helpful
 Share
 Report"
Meta,What attracts you to apply for a Data Analysis opportunity at Facebook?,"Jan 24, 2023",Anonymous Interview Candidate in Tel Aviv-Yafo,No Offer,Positive Experience,Average Interview,I applied through an employee referral. The process took 2 months. I interviewed at Meta (Tel Aviv-Yafo) in Nov 2021,"The first interview was an HR call that asked personal questions and work experience, after that they sent a Word file with additional interview questions and analytical questions. Some of the questions were: 1. What course projects and/or experience have you gained experience in Data Analysis 2. How does a Data Science role at Facebook align with your background, skills and areas of interest? 3. Let’s say we want to figure out for any Facebook (or Instagram) user, who their best friend is so we can prioritize showing their content in the News Feed. What product signals and metrics (please max at 5) would you use to determine who a user’s best friend is? After that there is a technical interview which included a analytics question and two SQL questions. Finally there is a personal interview and probability questions.","Be the first to find this interview helpful
 Helpful
 Share
 Report"
Meta,Solve an estimation question using Bayes Theorem and then answer some confidence interval questions.,"Mar 1, 2022","Anonymous Interview Candidate in Redding, CA",No Offer,Negative Experience,Average Interview,"I applied through a recruiter. The process took 2 months. I interviewed at Meta (Redding, CA) in Nov 2021","Long and tedious, but overall they were pretty transparent as to what to expect:
 - two technical SQL rounds
 - one quantitative round
 - one data analysis round
 - 3 product-sense/case study rounds total",Be the first to find this interview helpfulHelpful.css-rlb2bg{font-size:15px;line-height:24px;color:#505863;}ShareReport
Meta,Case interview about Meta products. How to calculate retention rate for a product,"Jan 12, 2023",Anonymous Interview Candidate,No Offer,Negative Experience,Average Interview,I applied through a recruiter. I interviewed at Meta in Nov 2021,I was contacted by a recuiter from LinkedIn. Just one round with a Sr data scientist. Then I failed and did not get any further interview invites. The recuiter is prefessional.,Be the first to find this interview helpfulHelpful.css-rlb2bg{font-size:15px;line-height:24px;color:#505863;}ShareReport
Meta,"One data, leetcode, and ML ?","Nov 12, 2021",Anonymous Employee,Accepted Offer,Positive Experience,Easy Interview,I applied online. The process took 3 weeks. I interviewed at Meta in Nov 2021,Phone screening round and then a final interview consisting of several rounds. Final round consisted of technical and behaviorial questions. Meet with team members and program managers. Guided by Human Resources professional.,Be the first to find this interview helpfulHelpful.css-rlb2bg{font-size:15px;line-height:24px;color:#505863;}ShareReport
Meta,I was asked how to determine if two users are best friends,"Oct 26, 2021",Anonymous Employee,Accepted Offer,Positive Experience,Average Interview,I interviewed at Meta,"I am currently interviewing for the data science analytics internship. They have a super helpful recruitment team, they provide lots of resources to help prepare. It consists of 3 rounds. Had the first recruiter conversation and made it to the next step. Currently preparing for the second round, which is a case analysis + technical analysis round.",2 people found this interview helpfulHelpful.css-rlb2bg{font-size:15px;line-height:24px;color:#505863;}ShareReport
Meta,how to determine the best friends in,"Oct 24, 2021",Anonymous Employee,Accepted Offer,Neutral Experience,Average Interview,I interviewed at Meta,I was given a bunch of related questions by hr. The first question is to introduce some related projects experiences from my academic work. Then I was asked about a metric question to determine the best friends in facebook,1 person found this interview helpfulHelpful.css-rlb2bg{font-size:15px;line-height:24px;color:#505863;}ShareReport
Meta,Two SQL and a case question,"Oct 27, 2021",Anonymous Interview Candidate,No Offer,Positive Experience,Average Interview,I interviewed at Meta,"First-round interview containing two sections, sql and case. Overall experience was pleasant. Felt more like a conversation between colleagues working to solve a problem. The interviewer provides hints during the interview and it is important to pick up on them and use them to shape your answers",Be the first to find this interview helpfulHelpful.css-rlb2bg{font-size:15px;line-height:24px;color:#505863;}ShareReport
Meta,Let's say you work at yelp. How would you make the recommendation system for restaurants better for top 10?,"Oct 7, 2021",Anonymous Interview Candidate,No Offer,Neutral Experience,Average Interview,I interviewed at Meta,"Phone interview
 Phone Case Study
 
 Sql Interview
 Case Study
 Case Study
 
 Seemed okay, also chatted with a data scientist for lunch. Stumbled a bit in sql but answered the question. The two case studies were very similar and got hung up on one a bit",Be the first to find this interview helpfulHelpful.css-rlb2bg{font-size:15px;line-height:24px;color:#505863;}ShareReport
Meta,"You have two tables A with date, userid
 
 table 2 date and search_id
 
 Over the last 7 days how many users had 10 or more searches. 
 
 Open-ended product question:
 
 Product question:
 There has been a decrease in reshares and FB is worried about the engagement ecosystem how would you address this question?","Oct 18, 2021","Anonymous Interview Candidate in Menlo Park, CA",No Offer,Neutral Experience,Average Interview,"I applied through a recruiter. The process took 2 weeks. I interviewed at Meta (Menlo Park, CA) in Oct 2021",Contacted by a recruiter through LinkedIn. We scheduled a phone call and spoke a bit about my background. The next stage is to have an interview with a manager. The interview has a technical component and a product question.,3 people found this interview helpfulHelpful.css-rlb2bg{font-size:15px;line-height:24px;color:#505863;}ShareReport
Meta,"- How would you determine the health of FB Groups? 
 - How would you build a 'restaurants you may like' recommender system on the news feed
 - Bayes Theorem stats question","Oct 25, 2021",Anonymous Interview Candidate,No Offer,Positive Experience,Difficult Interview,I applied through an employee referral. The process took 6 weeks. I interviewed at Meta in Sep 2021,"Started with one 30 min phone call with a recruiter - mostly a conversation about motivations and next steps. 
 Next stage was an initial screening interview with a Data Scientist. This was a light version of the on-site interviews where they asked one SQL question and one product case question. Dug deep into the product question to ensure good product acumen. 
 On-site was virtual and consisted of 4 30 min interviews with Data Scientists. Interviews were: Maths/Stats, SQL, Analytical interpretation and Product case study",14 people found this interview helpfulHelpful.css-rlb2bg{font-size:15px;line-height:24px;color:#505863;}ShareReport
Meta,Q. How would yhou approach high-dimensional dataset,"Sep 23, 2021",Anonymous Interview Candidate,No Offer,Positive Experience,Difficult Interview,I interviewed at Meta,It went smooth but quite long. I had SQL and ML-related questions. I wish I had known about what kind of questions they would ask beforehand. I would watch mock interviews on Youtube and grab a better sense of it.,2 people found this interview helpfulHelpful.css-rlb2bg{font-size:15px;line-height:24px;color:#505863;}ShareReport
Meta,Very similiar to YouTube videos on the interview process.,"Aug 20, 2021",Anonymous Interview Candidate,No Offer,Negative Experience,Average Interview,I interviewed at Meta,"Vey standard big company DS interview.
 
 Asian interviewer was racist which obviously is terrible for your chances if you are black or Latino but good riddance if that's the culture I guess?","8 people found this interview helpful
 Helpful
 Share
 Report"
Meta,"xxx in fb goes up by 10%, and xx goes down by 5%, what might be the reason?","Oct 11, 2021","Anonymous Interview Candidate in New York, NY",No Offer,Neutral Experience,Average Interview,"I applied online. The process took 2 weeks. I interviewed at Meta (New York, NY) in Sep 2021","20 mins SQL, 20 mins product cases, and 5 mins S&A. However, when I tried to solve the SQL problem, my interviewer even went to his kitchen in the back and made lunch.....","2 people found this interview helpful
 Helpful
 Share
 Report"
Meta,NDA signed. But prepare for questions like “what would you do if you see a drop in x metric?” or “how would you take the decision of rolling out y product?”,"Aug 25, 2021","Anonymous Employee in Menlo Park, CA",Accepted Offer,Positive Experience,Difficult Interview,"I applied through a recruiter. The process took 2 months. I interviewed at Meta (Menlo Park, CA) in Aug 2021","It’s a relatively long process. It usually consists of a technical phone screen with a recruiter, then two interviews with data scientists (SQL and a product case) and finally 4 on-site interviews (SQL, Probability/Stats, 2 product cases). Prepare like you would for a pm interview but without the behavioral/leadership part.","15 people found this interview helpful
 Helpful
 Share
 Report"
